cidade;estado;populacao;pib per capita;idh
monte santo do tocantins;tocantins;1914;9342.71972656;0.620
monte siao;minas gerais;20135;8885.5703125;0.724
monteiro;paraiba;31100;5322.27001953;0.628
monteiro lobato;sao paulo;4295;8465.59960938;0.710
monteiropolis;alagoas;7292;3152.10009766;0.539
montenegro;rio grande do sul;59557;24457.23046875;0.755
montes altos;maranhao;8914;3926.06005859;0.575
montes claros;minas gerais;363227;10503.34960938;0.770
montes claros de goias;goias;8070;12920.15039062;0.707
montezuma;minas gerais;7677;3821.65991211;0.587
montividiu;goias;9965;36624.2890625;0.733
montividiu do norte;goias;4702;6355.56982422;0.613
morada nova;ceara;63126;5562.16992188;0.610
morada nova de minas;minas gerais;8750;8776.75;0.696
moraujo;ceara;8538;3196.76000977;0.581
moreilandia;pernambuco;10584;4051.47998047;0.600
moreira sales;parana;13238;11015.86035156;0.675
moreno;pernambuco;55659;4628.83007812;0.652
mormaco;rio grande do sul;2713;17909.58984375;0.714
morpara;bahia;8871;3919.68994141;0.558
morretes;parana;17000;6480.16992188;0.686
morrinhos;ceara;22695;3040.26000977;0.588
morrinhos;goias;40838;15536.87011719;0.734
morrinhos do sul;rio grande do sul;3263;9826.79003906;0.711
morro agudo;sao paulo;26305;24507.51953125;0.712
morro agudo de goias;goias;2379;7017.68994141;0.695
morro cabeca no tempo;piaui;4378;3193.12988281;0.542
morro da fumaca;santa catarina;16128;22992.18945312;0.738
morro da garca;minas gerais;2966;13259.94042969;0.648
morro do chapeu;bahia;35031;3627.09008789;0.588
morro do chapeu do piaui;piaui;6611;3031.0300293;0.550
morro do pilar;minas gerais;3524;4963.27001953;0.597
morro grande;santa catarina;2775;25901.5703125;0.701
morro redondo;rio grande do sul;6477;10395.88964844;0.702
morro reuter;rio grande do sul;5985;12439.46972656;0.743
morros;maranhao;17916;2687.97998047;0.548
mortugaba;bahia;14692;3096.25;0.618
morungaba;sao paulo;13305;17485.36914062;0.715
mossamedes;goias;4901;9509.19042969;0.706
mossoro;rio grande do norte;244287;11916.12988281;0.720
mostardas;rio grande do sul;12392;16813.58984375;0.664
motuca;sao paulo;4691;14649.25976562;0.741
mozarlandia;goias;14073;23022.74023438;0.683
muana;para;30568;2379.54003906;0.547
mucajai;roraima;13188;11114.65039062;0.665
mucambo;ceara;14537;3117.69995117;0.607
mucuge;bahia;14714;15577.90039062;0.606
mucum;rio grande do sul;4685;16928.2890625;0.746
mucuri;bahia;35501;28424.56054688;0.665
mucurici;espirito santo;5910;8674.66992188;0.666
muitos capġes;rio grande do sul;3104;41881.62109375;0.702
muliterno;rio grande do sul;1872;16291.38964844;0.689
mulungu;ceara;11914;3927.18994141;0.607
mulungu;paraiba;9629;3920.55004883;0.565
mulungu do morro;bahia;13879;2869.51000977;0.566
mundo novo;mato grosso do sul;16506;10615.58984375;0.590
mundo novo;goias;6787;8345.12988281;0.686
mundo novo;bahia;25245;3811.4699707;0.634
munhoz;minas gerais;6419;8331.1796875;0.647
munhoz de melo;parana;3714;8718.83984375;0.726
muniz ferreira;bahia;7236;3666.89990234;0.617
muniz freire;espirito santo;18358;7428.24023438;0.645
muquem de sao francisco;bahia;10691;4316.29003906;0.549
muqui;espirito santo;14377;6469.68017578;0.694
muriae;minas gerais;99628;9311.70996094;0.734
muribeca;sergipe;7466;5629.58007812;0.626
murici;alagoas;26918;4050.7800293;0.527
murici dos portelas;piaui;8024;3131.88989258;0.530
muricilandia;tocantins;2958;9986.54980469;0.596
muritiba;bahia;27755;4619.37988281;0.660
murutinga do sul;sao paulo;4290;10151.51953125;0.726
mutuipe;bahia;22066;4388.47021484;0.601
mutum;minas gerais;27123;6570.66015625;0.644
mutunopolis;goias;4086;7282.06005859;0.680
muzambinho;minas gerais;20426;10660.91015625;0.740
nacip raydan;minas gerais;3015;5309.37011719;0.585
nantes;sao paulo;2662;32440.88085938;0.714
nanuque;minas gerais;41329;8781.38964844;0.701
nao-me-toque;rio grande do sul;16012;27433.11914062;0.765
naque;minas gerais;6154;4737.79980469;0.675
narandiba;sao paulo;4167;57986.171875;0.718
natal;rio grande do norte;806203;12862.25;0.763
natalandia;minas gerais;3376;6667.89990234;0.671
natercia;minas gerais;4773;9839.99023438;0.693
natividade;rio de janeiro;15406;12177.87011719;0.673
natividade;tocantins;9396;6736.20019531;0.730
natividade da serra;sao paulo;7674;5884.41992188;0.655
natuba;paraiba;10495;4348.64013672;0.541
navegantes;santa catarina;57324;15899.0703125;0.736
navirai;mato grosso do sul;45627;15189.29003906;0.700
nazare;tocantins;4596;5219.06005859;0.643
nazare;bahia;27427;4966.20996094;0.641
nazare da mata;pernambuco;30185;6293.18994141;0.662
nazare do piaui;piaui;7070;3343.37011719;0.576
nazare paulista;sao paulo;15232;10487.8203125;0.678
nazareno;minas gerais;8096;11206.45996094;0.690
nazarezinho;paraiba;7248;4001.63989258;0.562
nazaria;piaui;7895;2653.75;0.602
nazario;goias;7622;13525.54980469;0.710
neopolis;sergipe;19538;6719.74023438;0.589
nepomuceno;minas gerais;25152;9289.88964844;0.667
neropolis;goias;20260;16698.01953125;0.721
neves paulista;sao paulo;9114;12047.05957031;0.754
nhamunda;amazonas;18474;4679.22021484;0.586
nhandeara;sao paulo;10771;13907.23046875;0.751
nicolau vergueiro;rio grande do sul;1803;25404.6796875;0.753
nilo pecanha;bahia;13274;4534.68017578;0.547
nilopolis;rio de janeiro;159408;9433.54980469;0.753
nina rodrigues;maranhao;10527;3188.2199707;0.585
ninheira;minas gerais;11031;3907.91992188;0.556
nioaque;mato grosso do sul;15693;10073.26953125;0.639
nipoa;sao paulo;4103;11723.5;0.713
niquelandia;goias;39803;17313.68945312;0.715
nisia floresta;rio grande do norte;24109;5016.08007812;0.622
niteroi;rio de janeiro;479384;22530.31054688;0.837
nobres;mato grosso;15315;14244.73046875;0.699
nonoai;rio grande do sul;12601;15093.16992188;0.702
nordestina;bahia;12670;2798.44995117;0.560
normandia;roraima;7527;9912.16992188;0.594
nortelandia;mato grosso;6272;11040.91992188;0.702
nossa senhora aparecida;sergipe;8813;9398.41992188;0.577
nossa senhora da gloria;sergipe;30804;7945.50976562;0.587
nossa senhora das dores;sergipe;24747;5824.75;0.600
nossa senhora das gracas;parana;4055;8216.5;0.709
nossa senhora de lourdes;sergipe;6509;4991.58007812;0.598
nossa senhora de nazare;piaui;4192;3534.38989258;0.586
nossa senhora do livramento;mato grosso;12819;7673.85986328;0.638
nossa senhora do socorro;sergipe;155334;9148.5703125;0.664
nossa senhora dos remedios;piaui;8378;2821.45996094;0.533
nova alianca;sao paulo;5140;15364.08007812;0.738
nova alianca do ivai;parana;1434;14747.20019531;0.717
nova alvorada;rio grande do sul;3258;22925.13085938;0.740
nova alvorada do sul;mato grosso do sul;12673;18869.65039062;0.694
nova america;goias;2278;7179.31982422;0.678
nova america da colina;parana;3331;14032.20996094;0.698
nova andradina;mato grosso do sul;45916;13266.33007812;0.721
nova araca;rio grande do sul;4075;43647.21875;0.785
nova aurora;parana;11636;16295.79980469;0.733
nova aurora;goias;2209;9284.61035156;0.747
nova bandeirantes;mato grosso;14078;13677.20996094;0.650
nova bassano;rio grande do sul;9249;39427.46875;0.747
nova belem;minas gerais;3532;7659.95996094;0.592
nova boa vista;rio grande do sul;2113;15712.87011719;0.768
nova brasilandia;mato grosso;4902;9239.16992188;0.651
nova brasilandia d'oeste;rondonia;17698;9224.0703125;0.643
nova brescia;rio grande do sul;3291;12839.78027344;0.778
nova campina;sao paulo;9267;14811.88964844;0.651
nova canaa;bahia;20311;3295.11010742;0.545
nova canaa do norte;mato grosso;13237;14713.00976562;0.686
nova canaa paulista;sao paulo;2172;13547.37011719;0.715
nova candelaria;rio grande do sul;2789;23095.640625;0.759
nova cantu;parana;7481;10630.29003906;0.658
nova castilho;sao paulo;1122;23688.2890625;0.756
nova colinas;maranhao;5094;4496.91992188;0.566
nova crixas;goias;13432;12186.58984375;0.643
nova cruz;rio grande do norte;36561;4875.04980469;0.629
nova era;minas gerais;18579;12837.69042969;0.709
nova erechim;santa catarina;4381;13848.90039062;0.765
nova esperanca;parana;26591;11761.24023438;0.722
nova esperanca do piria;para;24062;2876.10009766;0.502
nova esperanca do sudoeste;parana;5337;8964.78027344;0.714
nova esperanca do sul;rio grande do sul;5180;12417.41015625;0.735
nova europa;sao paulo;10092;11264.48046875;0.765
nova fatima;bahia;7964;3470.80004883;0.597
nova fatima;parana;8259;7776.29980469;0.688
nova floresta;paraiba;10392;3631.58007812;0.601
nova friburgo;rio de janeiro;178653;14770.16015625;0.745
nova gloria;goias;8632;6979.35009766;0.681
nova granada;sao paulo;18683;11873.91015625;0.739
nova guarita;mato grosso;4907;9313.38964844;0.688
nova guataporanga;sao paulo;2184;6937.06982422;0.726
nova hartz;rio grande do sul;17772;18202.16015625;0.689
nova ibia;bahia;7029;4803.77001953;0.570
nova iguacu;rio de janeiro;865089;11046.51953125;0.713
nova iguacu de goias;goias;2678;7465.06005859;0.655
nova independencia;sao paulo;2742;76752.546875;0.735
nova iorque;maranhao;5087;3284.08007812;0.584
nova ipixuna;para;15097;3570.66992188;0.581
nova itaberaba;santa catarina;4222;14519.29980469;0.736
nova itarana;bahia;7875;3144.4699707;0.524
nova lacerda;mato grosso;5252;14021.45019531;0.636
nova laranjeiras;parana;11577;7527.89990234;0.642
nova lima;minas gerais;76608;27682.83984375;0.813
nova londrina;parana;12898;12753.3203125;0.758
nova luzitania;sao paulo;3795;7843.74023438;0.743
nova mamore;rondonia;22337;10137.44042969;0.587
nova marilandia;mato grosso;2345;16458.4296875;0.704
nova maringa;mato grosso;5989;36009.98046875;0.663
nova modica;minas gerais;3952;6529.12011719;0.630
nova monte verde;mato grosso;8602;19570.640625;0.691
nova mutum;mato grosso;26874;44687.9609375;0.758
nova nazare;mato grosso;2955;9449.50976562;0.595
nova odessa;sao paulo;48754;32862.03125;0.791
nova olimpia;mato grosso;20944;11065.63964844;0.710
nova olimpia;parana;5391;6735.60009766;0.682
nova olinda;paraiba;6455;3465.36010742;0.631
nova olinda;ceara;13659;3976.09008789;0.625
nova olinda;tocantins;10974;11244.6796875;0.573
nova olinda do maranhao;maranhao;17835;4325.16992188;0.581
nova olinda do norte;amazonas;31012;3507.7800293;0.558
nova padua;rio grande do sul;2598;18954.38085938;0.761
nova palma;rio grande do sul;6693;19492.36914062;0.744
nova palmeira;paraiba;4087;4507.83007812;0.595
nova petropolis;rio grande do sul;18631;18417.47070312;0.780
nova ponte;minas gerais;12504;37439.96875;0.701
nova porteirinha;minas gerais;7597;8537.99023438;0.641
nova prata;rio grande do sul;24252;28260.76953125;0.766
nova prata do iguacu;parana;10822;10274.08007812;0.716
nova ramada;rio grande do sul;2464;20733.99023438;0.742
nova redencao;bahia;9318;3102.55004883;0.567
nova resende;minas gerais;14686;9229.88964844;0.671
nova roma;goias;3633;9452.55957031;0.634
nova roma do sul;rio grande do sul;3754;23336.73046875;0.741
nova rosalandia;tocantins;3956;5792.41992188;0.661
nova russas;ceara;32016;3767.81005859;0.614
nova santa barbara;parana;3984;7660.85009766;0.680
nova santa helena;mato grosso;3473;14109.99023438;0.714
nova santa rita;rio grande do sul;22818;16966.609375;0.554
nova santa rita;piaui;4199;3441.80004883;0.718
nova santa rosa;parana;7965;15882.91992188;0.731
nova serrana;minas gerais;67967;9110.71972656;0.715
nova soure;bahia;26874;2951.02001953;0.555
nova tebas;parana;8283;6593.39990234;0.651
nova timboteua;para;12677;3529.95996094;0.609
nova trento;santa catarina;12025;14084.13964844;0.748
nova ubirata;mato grosso;8372;52666.859375;0.669
nova uniao;rondonia;7944;8800.16992188;0.587
nova uniao;minas gerais;5653;6578.25;0.662
nova venecia;espirito santo;46354;10050.11035156;0.712
nova veneza;goias;7240;10282.29003906;0.768
nova veneza;santa catarina;13177;30292.83007812;0.718
nova vicosa;bahia;36407;6824.60986328;0.654
nova xavantina;mato grosso;19398;11536.0703125;0.704
novais;sao paulo;3974;9546.26953125;0.719
novo acordo;tocantins;3950;5469.14990234;0.639
novo airao;amazonas;15915;3877.42993164;0.570
novo alegre;tocantins;1802;7805.87988281;0.699
novo aripuana;amazonas;18952;4521.99023438;0.554
novo barreiro;rio grande do sul;3989;10657.37011719;0.706
novo brasil;goias;3377;10036.3203125;0.699
novo cabrais;rio grande do sul;3960;12638.08007812;0.688
novo cruzeiro;minas gerais;31319;3599.38989258;0.571
novo gama;goias;88835;3968.98999023;0.684
novo hamburgo;rio grande do sul;257746;17456.77929688;0.747
novo horizonte;bahia;11092;3373.79003906;0.597
novo horizonte;sao paulo;36271;21540.83007812;0.753
novo horizonte;santa catarina;2954;20825.97070312;0.706
novo horizonte do norte;mato grosso;3970;8256.54980469;0.664
novo horizonte do oeste;rondonia;9720;11655.09960938;0.634
novo horizonte do sul;mato grosso do sul;4932;10620.88964844;0.649
novo itacolomi;parana;2808;8439.8203125;0.710
novo jardim;tocantins;2525;8369.95996094;0.596
novo lino;alagoas;12449;3776.67993164;0.521
novo machado;rio grande do sul;4246;13319.25;0.663
novo mundo;mato grosso;7216;13980.09960938;0.674
novo oriente;ceara;28703;3261.72998047;0.605
novo oriente de minas;minas gerais;10763;3716.60009766;0.555
novo oriente do piaui;piaui;6321;3279.70996094;0.562
novo planalto;goias;4266;7021;0.658
novo progresso;para;21504;6992.83007812;0.673
novo repartimento;para;55762;4263.95996094;0.537
novo santo antonio;piaui;3547;3237.58007812;0.528
novo santo antonio;mato grosso;2325;7891.89013672;0.653
novo sao joaquim;mato grosso;6985;31950.75976562;0.649
novo tiradentes;rio grande do sul;2387;10604.83007812;0.676
novo triunfo;bahia;14763;2497.06005859;0.554
novo xingu;rio grande do sul;1926;11100.95019531;0.767
novorizonte;minas gerais;5136;3921.85009766;0.616
nuporanga;sao paulo;7004;19982.65039062;0.746
obidos;para;48429;4239.14990234;0.594
ocara;ceara;24636;3069.43994141;0.594
ocaucu;sao paulo;4341;10359.79003906;0.717
oeiras;piaui;36293;4198.72021484;0.634
oeiras do para;para;26796;3344.06005859;0.507
oiapoque;amapa;20962;10995.16992188;0.658
olaria;minas gerais;2479;6372.20996094;0.636
oleo;sao paulo;2699;13754.95019531;0.730
olho d'agua;paraiba;7642;3678.31005859;0.572
olho d'agua das cunhas;maranhao;17923;3761.20996094;0.589
olho d'agua das flores;alagoas;20555;3424.47998047;0.565
olho d'agua do casado;alagoas;8517;3259.29003906;0.525
olho d'agua do piaui;piaui;2755;3736.25;0.576
olho d'agua grande;alagoas;4963;3313.95996094;0.503
olho-d'agua do borges;rio grande do norte;4578;4242.56005859;0.585
olhos-d'agua;minas gerais;5338;6525.56005859;0.626
olimpia;sao paulo;50602;18399.25976562;0.773
olimpio noronha;minas gerais;2655;8478.26953125;0.674
olinda;pernambuco;397268;6547.49023438;0.735
olinda nova do maranhao;maranhao;12684;2804.47998047;0.575
olindina;bahia;24557;3763.06005859;0.559
olivedos;paraiba;3622;4472.97021484;0.603
oliveira;minas gerais;39214;8740.04003906;0.699
oliveira de fatima;tocantins;1129;10267.45019531;0.675
oliveira dos brejinhos;bahia;23596;3124.01000977;0.554
oliveira fortes;minas gerais;1951;7455.45019531;0.635
olivenca;alagoas;10865;3074.9699707;0.493
onca de pitangui;minas gerais;3129;11618.6796875;0.663
onda verde;sao paulo;4005;32456.05078125;0.738
oratorios;minas gerais;4538;6060.68017578;0.637
oriente;sao paulo;6382;8391.37011719;0.770
orindiuva;sao paulo;5406;17539.74023438;0.767
oriximina;para;58683;14519.90039062;0.623
orizania;minas gerais;7078;4535.37011719;0.562
orizona;goias;15201;15432.46972656;0.715
orlandia;sao paulo;37534;20984.08007812;0.780
orleans;santa catarina;21731;20329.27929688;0.755
orobo;pernambuco;22239;4122.10986328;0.610
oroco;pernambuco;14279;7107.43994141;0.610
oros;ceara;21784;4201.04003906;0.636
ortigueira;parana;25002;8316.00976562;0.609
osasco;sao paulo;718646;43994.46875;0.776
oscar bressane;sao paulo;2536;11445.25976562;0.749
osorio;rio grande do sul;41642;14701.08984375;0.751
osvaldo cruz;sao paulo;31461;13065.50976562;0.762
otacilio costa;santa catarina;16587;21979.73046875;0.740
ourem;para;15841;3104.81005859;0.568
ouricangas;bahia;8131;3210.39990234;0.607
ouricuri;pernambuco;66978;3978.18994141;0.572
ourilandia do norte;para;21327;10229.50976562;0.624
ourinhos;sao paulo;104542;14062.84960938;0.778
ourizona;parana;3380;14439.70996094;0.720
ouro;santa catarina;7231;11381.41015625;0.774
ouro branco;alagoas;11504;2843.52001953;0.645
ouro branco;rio grande do norte;5166;5570.49023438;0.547
ouro branco;minas gerais;35475;46864.96875;0.764
ouro fino;minas gerais;32639;10493.76953125;0.722
ouro preto;minas gerais;69495;35868.578125;0.741
ouro preto do oeste;rondonia;36725;11077.84960938;0.682
ouro velho;paraiba;3078;4713.99023438;0.614
ouro verde;santa catarina;2179;29009.6796875;0.692
ouro verde;sao paulo;8162;8892.11035156;0.695
ouro verde de goias;goias;4599;7982.54003906;0.719
ouro verde de minas;minas gerais;7215;4113.75976562;0.595
ouro verde do oeste;parana;5648;12345.55957031;0.709
ouroeste;sao paulo;7598;74370.8125;0.770
ourolandia;bahia;17080;4463.60986328;0.560
ouvidor;goias;5017;38852.55078125;0.747
pacaembu;sao paulo;13778;8533.88964844;0.725
pacaja;para;41953;3770.89990234;0.515
pacajus;ceara;59689;7777.93994141;0.659
pacaraima;roraima;9220;10134.76953125;0.650
pacatuba;sergipe;12870;11957.73046875;0.675
pacatuba;ceara;71839;6671.77978516;0.555
paco do lumiar;maranhao;103958;2804.63989258;0.724
pacoti;ceara;11519;4169.18994141;0.635
pacuja;ceara;6233;3390.62011719;0.621
padre bernardo;goias;28012;5715.60986328;0.651
padre carvalho;minas gerais;6176;3442.22998047;0.599
padre marcos;piaui;7582;3245.60009766;0.541
padre paraiso;minas gerais;18891;3779.25;0.596
paes landim;piaui;4562;3196.38989258;0.575
pai pedro;minas gerais;6217;4194.91015625;0.590
paial;santa catarina;1830;10954.25;0.718
paicandu;parana;36876;6136.22021484;0.716
paim filho;rio grande do sul;4526;11809.05957031;0.706
paineiras;minas gerais;4672;8593.62988281;0.669
painel;santa catarina;2357;12466.79980469;0.664
pains;minas gerais;8476;15052.00976562;0.728
