cidade;estado;populacao;pib per capita;idh
joaquim felicio;minas gerais;4086;6836.35009766;0.637
joaquim gomes;alagoas;22436;2988.67993164;0.531
joaquim nabuco;pernambuco;16498;5828.79003906;0.554
joaquim pires;piaui;14276;2829.29003906;0.522
joaquim tavora;parana;10755;14810.70996094;0.700
joca marques;piaui;5614;2685.44995117;0.504
joia;rio grande do sul;8566;21774.91992188;0.686
joinville;santa catarina;497331;26833.58984375;0.809
jordania;minas gerais;11337;3971.20996094;0.628
jordao;acre;6520;6391.58984375;0.469
jose boiteux;santa catarina;5054;10064.87988281;0.694
jose bonifacio;sao paulo;32551;22785.58007812;0.777
jose da penha;rio grande do norte;6177;4529.39013672;0.608
jose de freitas;piaui;36485;4208.20019531;0.618
jose goncalves de minas;minas gerais;4662;4203.95996094;0.632
jose raydan;minas gerais;4412;5656.33984375;0.617
joselandia;maranhao;16188;3758.48999023;0.561
josenopolis;minas gerais;4636;4131.27001953;0.564
joviania;goias;6914;11963.23046875;0.706
juara;mato grosso;33246;19205.99023438;0.682
juarez tavora;paraiba;7603;3620.33007812;0.579
juarina;tocantins;2185;7518.97998047;0.584
juatuba;minas gerais;20978;36726.30859375;0.717
juazeirinho;paraiba;16476;3904.48999023;0.567
juazeiro;bahia;243896;7158.70996094;0.677
juazeiro do norte;ceara;249829;6386.37988281;0.694
juazeiro do piaui;piaui;4941;3591.98999023;0.570
jucas;ceara;23738;3408.2199707;0.598
jucati;pernambuco;11086;4661.06982422;0.550
jucurucu;bahia;10516;6135.04003906;0.541
jucurutu;rio grande do norte;18069;5186.68017578;0.601
juina;mato grosso;39708;11344.1796875;0.716
juiz de fora;minas gerais;526706;14093.50976562;0.778
julio borges;piaui;5444;3172.92993164;0.582
julio de castilhos;rio grande do sul;19947;19839.15039062;0.716
julio mesquita;sao paulo;4539;7229.77001953;0.716
jumirim;sao paulo;2290;21537.3203125;0.741
junco do maranhao;maranhao;3950;7157.22998047;0.552
junco do serido;paraiba;6731;3840.12011719;0.617
jundia;alagoas;4698;4648.04980469;0.595
jundia;rio grande do norte;3663;4582.83984375;0.562
jundiai;sao paulo;349929;47395.71875;0.822
jundiai do sul;parana;3777;9293.4296875;0.688
junqueiro;alagoas;25290;3881.12988281;0.575
junqueiropolis;sao paulo;19976;10928.30957031;0.745
jupi;pernambuco;14461;4863.43994141;0.575
jupia;santa catarina;2185;13258.88964844;0.719
juquia;sao paulo;19585;7451.75;0.700
juquitiba;sao paulo;29335;7600.83984375;0.709
juramento;minas gerais;4108;6987.5;0.669
juranda;parana;7822;16850.75;0.708
jurema;piaui;4559;3641.12011719;0.555
jurema;pernambuco;15552;3903.40991211;0.509
juripiranga;paraiba;10605;4696.43994141;0.548
juru;paraiba;10548;3744.95996094;0.570
jurua;amazonas;9275;4322.37011719;0.522
juruaia;minas gerais;8684;8366.96972656;0.723
juruena;mato grosso;9595;9532.05957031;0.662
juruti;para;35530;7669.66992188;0.592
juscimeira;mato grosso;12168;12355.61035156;0.714
jussara;goias;19130;9845.49023438;0.571
jussara;parana;6240;20040.7109375;0.718
jussara;bahia;15204;2861.32006836;0.743
jussari;bahia;6914;4824.56982422;0.567
jussiape;bahia;8043;3549;0.602
jutai;amazonas;16791;4092.18994141;0.516
juti;mato grosso do sul;5569;10891.61035156;0.623
juvenilia;minas gerais;6321;4534.29003906;0.592
kalore;parana;4718;10220.08984375;0.721
labrea;amazonas;39393;10016.04980469;0.531
lacerdopolis;santa catarina;2266;17423.7890625;0.781
ladainha;minas gerais;17195;3466.75;0.541
ladario;mato grosso do sul;18805;6384.04980469;0.704
lafaiete coutinho;bahia;3502;4858.18994141;0.599
lagamar;minas gerais;7873;10387.25;0.718
lagarto;sergipe;92474;6646.91992188;0.625
lages;santa catarina;167805;14162.59960938;0.770
lago da pedra;maranhao;44272;3443.13989258;0.589
lago do junco;maranhao;9888;3944.12988281;0.581
lago dos rodrigues;maranhao;7940;5636.72998047;0.602
lago verde;maranhao;15103;3640.26000977;0.557
lagoa;paraiba;4949;3880.32006836;0.563
lagoa alegre;piaui;8210;3023.93994141;0.550
lagoa bonita do sul;rio grande do sul;2759;14584.83007812;0.670
lagoa d'anta;rio grande do norte;6164;4600.77001953;0.601
lagoa da canoa;alagoas;18196;3322.81005859;0.552
lagoa da confusao;tocantins;8711;30252.25976562;0.627
lagoa da prata;minas gerais;47007;13998.83984375;0.732
lagoa de dentro;paraiba;7495;4751.16992188;0.570
lagoa de pedras;rio grande do norte;7282;3716.38989258;0.602
lagoa de sao francisco;piaui;6796;2623.34008789;0.553
lagoa de velhos;rio grande do norte;2789;5354.64013672;0.529
lagoa do barro do piaui;piaui;4692;3341.33007812;0.589
lagoa do carro;pernambuco;15230;3934.61010742;0.502
lagoa do itaenga;pernambuco;20618;7950.68994141;0.609
lagoa do mato;maranhao;10639;3443.92993164;0.566
lagoa do ouro;pernambuco;12244;3971.32006836;0.525
lagoa do piaui;piaui;3817;5224.60009766;0.583
lagoa do sitio;piaui;5292;3573.25;0.541
lagoa do tocantins;tocantins;3352;5288.04003906;0.579
lagoa dos gatos;pernambuco;15567;3507.55004883;0.551
lagoa dos patos;minas gerais;4596;5083.47021484;0.634
lagoa dos tres cantos;rio grande do sul;1633;25819.08007812;0.789
lagoa dourada;minas gerais;12265;7626.72998047;0.676
lagoa formosa;minas gerais;17134;8961.29980469;0.703
lagoa grande;minas gerais;9216;12369.70019531;0.597
lagoa grande;pernambuco;22408;8963.86035156;0.679
lagoa grande do maranhao;maranhao;9363;4003.7800293;0.502
lagoa nova;rio grande do norte;13718;3980.10009766;0.585
lagoa real;bahia;14510;2867.75;0.545
lagoa salgada;rio grande do norte;7449;4280.16992188;0.582
lagoa santa;minas gerais;48213;13949.15039062;0.777
lagoa santa;goias;1346;11414.23046875;0.740
lagoa seca;paraiba;25766;4536.70019531;0.627
lagoa vermelha;rio grande do sul;28236;14460.33984375;0.738
lagoao;rio grande do sul;6702;8943.30957031;0.643
lagoinha;sao paulo;4909;9787.8203125;0.693
lagoinha do piaui;piaui;2676;3366.4699707;0.597
laguna;santa catarina;51691;8557.21972656;0.752
laguna carapa;mato grosso do sul;6031;19046.05078125;0.672
laje;bahia;22180;5804.68994141;0.586
laje do muriae;rio de janeiro;7997;9407.12011719;0.668
lajeado;rio grande do sul;72208;25067.36914062;0.675
lajeado;tocantins;2204;9302.05957031;0.778
lajeado do bugre;rio grande do sul;2647;8902.5703125;0.613
lajeado grande;santa catarina;1485;19089.24023438;0.771
lajeado novo;maranhao;6937;4593.18994141;0.589
lajedao;bahia;3599;7509.75;0.632
lajedinho;bahia;4468;4357.95996094;0.546
lajedo;pernambuco;34809;4847.16015625;0.611
lajedo do tabocal;bahia;8999;5245.43017578;0.584
lajes;rio grande do norte;10865;4124.62011719;0.624
lajes pintadas;rio grande do norte;4309;4426.33984375;0.625
lajinha;minas gerais;17678;9013.87011719;0.661
lamarao;bahia;12995;2327.14990234;0.518
lambari;minas gerais;19244;8020.58984375;0.711
lambari d'oeste;mato grosso;5060;15284.6796875;0.627
lamim;minas gerais;3654;4586.52001953;0.655
landri sales;piaui;5753;4780.29003906;0.584
lapa;parana;42933;13840.41992188;0.706
lapao;bahia;26616;4121.14013672;0.596
laranja da terra;espirito santo;11136;6259.14990234;0.656
laranjal;minas gerais;6568;6607.83984375;0.714
laranjal;parana;6339;7043.66992188;0.585
laranjal do jari;amapa;40357;8004.62011719;0.665
laranjal paulista;sao paulo;26296;15630.19042969;0.729
laranjeiras;sergipe;24714;33851.23828125;0.642
laranjeiras do sul;parana;31641;9158.79003906;0.706
lassance;minas gerais;6651;19149.73046875;0.629
lastro;paraiba;2894;4255.62988281;0.533
laurentino;santa catarina;5757;24322.08984375;0.749
lauro de freitas;bahia;156936;17026.640625;0.754
lauro muller;santa catarina;14173;12888.90039062;0.735
lavandeira;tocantins;1683;7205;0.660
lavinia;sao paulo;9445;10404.37011719;0.721
lavras;minas gerais;92542;13094.19042969;0.782
lavras da mangabeira;ceara;30524;3468.27001953;0.613
lavras do sul;rio grande do sul;8399;17125.99023438;0.699
lavrinhas;sao paulo;7002;8364.99023438;0.729
leandro ferreira;minas gerais;2986;8926.9296875;0.710
lebon regis;santa catarina;12134;10452.09960938;0.649
leme;sao paulo;88995;15044.04003906;0.744
leme do prado;minas gerais;5145;4444.29003906;0.670
lencois;bahia;10112;5230.99023438;0.623
lencois paulista;sao paulo;63314;29470.11914062;0.764
leoberto leal;santa catarina;3674;15532.25976562;0.686
leopoldina;minas gerais;51545;9907.70996094;0.726
leopoldo de bulhġes;goias;9518;9467.33984375;0.659
leopolis;parana;4316;11616.45019531;0.707
liberato salzano;rio grande do sul;6167;12248.58984375;0.685
liberdade;minas gerais;5397;7213.95996094;0.672
licinio de almeida;bahia;13205;3916.01000977;0.621
lidianopolis;parana;4083;7927;0.680
lima campos;maranhao;11794;3498.18994141;0.581
lima duarte;minas gerais;16494;7150.62011719;0.710
limeira;sao paulo;281583;20428.38085938;0.775
limeira do oeste;minas gerais;6792;19166.33984375;0.710
limoeiro;pernambuco;57243;4702.00976562;0.663
limoeiro de anadia;alagoas;26415;2808.73999023;0.580
limoeiro do ajuru;para;24967;3132.35009766;0.541
limoeiro do norte;ceara;56098;6351.54003906;0.682
lindoeste;parana;5419;10471.73046875;0.666
lindoia;sao paulo;5974;11321.6796875;0.742
lindoia do sul;santa catarina;4662;22012.83984375;0.743
lindolfo collor;rio grande do sul;5732;18192.16992188;0.712
linha nova;rio grande do sul;1516;13136.55957031;0.749
linhares;espirito santo;132664;17447.15039062;0.724
lins;sao paulo;73183;26195.80078125;0.786
livramento;paraiba;7330;3939.84008789;0.566
livramento de nossa senhora;bahia;44568;4994.81005859;0.611
lizarda;tocantins;3729;4665.64013672;0.570
loanda;parana;20103;10453.73046875;0.725
lobato;parana;4405;29903.81054688;0.744
logradouro;paraiba;3971;3823.43994141;0.583
londrina;parana;510707;17396.390625;0.778
lontra;minas gerais;8332;3558.97998047;0.646
lontras;santa catarina;9660;11523.5;0.704
lorena;sao paulo;82770;14379.53027344;0.766
loreto;maranhao;10701;7819.27978516;0.582
lourdes;sao paulo;2032;11925.62011719;0.742
louveira;sao paulo;33251;174891.84375;0.777
lucas do rio verde;mato grosso;33556;53933.37109375;0.768
lucelia;sao paulo;20284;10181.73046875;0.752
lucena;paraiba;11383;6007.85986328;0.583
lucianopolis;sao paulo;2443;11367.54980469;0.733
luciara;mato grosso;2467;7855.06005859;0.676
lucrecia;rio grande do norte;3550;4814.77001953;0.646
luis antonio;sao paulo;11924;51439.62109375;0.731
luis correia;piaui;27148;3598.63989258;0.541
luis domingues;maranhao;6997;4070.75;0.588
luis eduardo magalhaes;bahia;52054;36274.41015625;0.716
luis gomes;rio grande do norte;10144;3801.05004883;0.608
luisburgo;minas gerais;6482;7145.39990234;0.608
luislandia;minas gerais;6727;4378.14013672;0.614
luiz alves;santa catarina;9506;21858.27929688;0.737
luiziana;parana;7357;19915.41992188;0.668
luiziania;sao paulo;5138;9659.3203125;0.702
luminarias;minas gerais;5527;7775.16992188;0.678
lunardelli;parana;5094;7879.74023438;0.690
lupercio;sao paulo;4396;9904.41992188;0.724
lupionopolis;parana;4538;10907.70996094;0.710
lutecia;sao paulo;2855;16014.46972656;0.720
luz;minas gerais;17835;13791.51953125;0.724
luzerna;santa catarina;5528;14240.13964844;0.789
luziania;goias;210064;9715.26953125;0.701
luzilandia;piaui;25099;3354.80004883;0.545
luzinopolis;tocantins;2959;5633.87011719;0.639
macae;rio de janeiro;194413;36300.4609375;0.764
macaiba;rio grande do norte;66380;10673.91015625;0.640
macajuba;bahia;11517;3128.54003906;0.524
macambara;rio grande do sul;4375;30804.36914062;0.684
macambira;sergipe;6554;4545.43994141;0.583
macapa;amapa;366484;12769.16015625;0.733
macaparana;pernambuco;24031;4025.12988281;0.609
macarani;bahia;16940;4081.82006836;0.605
macatuba;sao paulo;16939;40174.69140625;0.770
macau;rio grande do norte;28157;12467.45996094;0.665
macaubal;sao paulo;7672;11069.41015625;0.743
macaubas;bahia;48633;2964.19995117;0.609
macedonia;sao paulo;3393;10985.08007812;0.740
maceio;alagoas;936314;10962.37011719;0.721
machacalis;minas gerais;7069;5340;0.640
machadinho;rio grande do sul;5623;10163.63964844;0.692
machadinho d'oeste;rondonia;33159;9161.6796875;0.596
machado;minas gerais;39509;15797.30957031;0.715
machados;pernambuco;11802;3893.56005859;0.578
macieira;santa catarina;1787;15144.66992188;0.662
macuco;rio de janeiro;5626;14365.09960938;0.703
macurure;bahia;7834;3185.30004883;0.604
madalena;ceara;17773;3658.37011719;0.610
madeiro;piaui;8012;2880.10009766;0.563
madre de deus;bahia;16783;14681.99023438;0.708
madre de deus de minas;minas gerais;5173;10305.20996094;0.699
mae d'agua;paraiba;4127;3921.33007812;0.542
mae do rio;para;29087;4966.95019531;0.599
maetinga;bahia;7884;2988.12988281;0.538
mafra;santa catarina;52933;16996.80078125;0.777
magalhaes barata;para;7895;2954.83007812;0.597
magalhaes de almeida;maranhao;14808;3991.38989258;0.567
magda;sao paulo;3160;12045.03027344;0.753
mage;rio de janeiro;244334;7544.02978516;0.709
maiquinique;bahia;8848;4940.64990234;0.576
mairi;bahia;19700;3292.10009766;0.572
mairinque;sao paulo;43658;20931.0390625;0.743
mairipora;sao paulo;79155;13004.70996094;0.788
mairipotaba;goias;2811;10584.98046875;0.745
major gercino;santa catarina;2869;12542.33984375;0.698
major isidoro;alagoas;19530;3786.11010742;0.566
major sales;rio grande do norte;3631;4335.54003906;0.617
major vieira;santa catarina;7675;16430.34960938;0.690
malacacheta;minas gerais;18181;4841.89990234;0.618
malhada;bahia;16739;3890.29003906;0.562
malhada de pedras;bahia;7677;3418.09008789;0.578
malhada dos bois;sergipe;3830;6124.79980469;0.599
malhador;sergipe;12124;4491.22998047;0.587
mallet;parana;12784;11703.48046875;0.708
malta;paraiba;5800;3939.22998047;0.642
mamanguape;paraiba;41677;6522.49023438;0.585
mambai;goias;7096;4159.04980469;0.626
mambore;parana;14332;18393.4296875;0.719
mamonas;minas gerais;6485;3983.34008789;0.618
mampituba;rio grande do sul;2972;9214.59960938;0.649
manacapuru;amazonas;86472;4601.97998047;0.614
manaira;paraiba;11366;3307.06005859;0.543
manaquiri;amazonas;20836;3983.05004883;0.596
manari;pernambuco;18097;3376.27001953;0.487
manaus;amazonas;1738641;23286.06054688;0.737
mancio lima;acre;14774;6991.66015625;0.625
mandaguacu;parana;19270;10478.65039062;0.718
mandaguari;parana;33109;12902.05957031;0.751
mandirituba;parana;21885;10043.87011719;0.655
manduri;sao paulo;9123;8986.37988281;0.739
manfrinopolis;parana;3283;7712.27001953;0.645
manga;minas gerais;21338;5774.35986328;0.642
mangaratiba;rio de janeiro;32533;26460.83007812;0.753
mangueirinha;parana;17526;26779.59960938;0.688
manhuacu;minas gerais;78605;14101.63964844;0.689
manhumirim;minas gerais;20934;10107.36035156;0.697
manicore;amazonas;46773;5109.91992188;0.582
manoel emidio;piaui;5543;5069.87988281;0.573
manoel ribas;parana;13113;11128.19042969;0.716
manoel urbano;acre;7505;8191.70019531;0.551
manoel viana;rio grande do sul;6954;14087.33984375;0.655
manoel vitorino;bahia;14138;3536.05004883;0.566
mansidao;bahia;12244;2665.44995117;0.599
mantena;minas gerais;27580;6953.60009766;0.675
mantenopolis;espirito santo;11630;6172.54980469;0.657
maquine;rio grande do sul;7652;10727.95996094;0.682
mar de espanha;minas gerais;11658;6757.16015625;0.684
mar vermelho;alagoas;4131;3644.62011719;0.577
mara rosa;goias;10360;8017.41992188;0.691
maraa;amazonas;18135;6014.60009766;0.498
maraba;para;203049;15064.87988281;0.668
maraba paulista;sao paulo;5996;8980.36035156;0.677
maracacume;maranhao;18414;3532.37011719;0.582
maracai;sao paulo;13710;33563.19921875;0.771
maracaja;santa catarina;6185;19548.90039062;0.768
maracaju;mato grosso do sul;32492;23898.3203125;0.736
maracana;para;29417;3212.52001953;0.570
maracanau;ceara;201693;17523.58984375;0.686
maracas;bahia;35990;3484.2199707;0.607
maragogi;alagoas;26978;4266.33984375;0.574
maragogipe;bahia;43921;4061.9699707;0.621
maraial;pernambuco;12303;6735.27978516;0.534
maraja do sena;maranhao;6954;5176.33007812;0.452
maranguape;ceara;110523;5823.25;0.659
maranhaozinho;maranhao;12684;4484.95019531;0.550
marapanim;para;28011;3417.9699707;0.609
marapoama;sao paulo;2780;29446.02929688;0.752
marata;rio grande do sul;2542;16140.37011719;0.697
marataizes;espirito santo;32502;8542.44042969;0.696
marau;rio grande do sul;36643;30644.27929688;0.774
marau;bahia;17270;3991.04003906;0.593
maravilha;santa catarina;23099;17390.109375;0.569
maravilha;alagoas;10110;3349.52001953;0.781
maravilhas;minas gerais;7224;10016.96972656;0.672
marcacao;paraiba;7606;4368.18017578;0.529
marcelandia;mato grosso;14473;20019.6796875;0.701
marcelino ramos;rio grande do sul;5329;11092.12988281;0.724
marcelino vieira;rio grande do norte;8331;4391.25976562;0.609
marcionilio souza;bahia;11061;3752.66992188;0.561
marco;ceara;24622;4421.02001953;0.612
marcolandia;piaui;7477;3826.07006836;0.562
marcos parente;piaui;4297;3537.36010742;0.590
marechal candido rondon;parana;47048;18935.359375;0.774
marechal deodoro;alagoas;47623;13028.95019531;0.642
marechal floriano;espirito santo;13302;13852.20996094;0.710
marechal thaumaturgo;acre;14275;7648.47021484;0.501
marema;santa catarina;2275;14517.41992188;0.743
mari;paraiba;21137;4179.14990234;0.548
maria da fe;minas gerais;14637;6789.97998047;0.702
maria helena;parana;6115;7159.85986328;0.703
marialva;parana;31397;13698.54003906;0.735
mariana;minas gerais;54689;26419.2109375;0.742
mariana pimentel;rio grande do sul;4173;10625.13964844;0.701
mariano moro;rio grande do sul;2304;10205.86035156;0.730
marianopolis do tocantins;tocantins;4743;8742.59960938;0.631
mariapolis;sao paulo;3896;8116.83984375;0.718
maribondo;alagoas;14144;3889.87988281;0.597
marica;rio de janeiro;123492;8744.08007812;0.765
marilac;minas gerais;4394;5720.58984375;0.615
marilandia;espirito santo;10676;9572.62988281;0.696
marilandia do sul;parana;9197;15709.04980469;0.691
marilena;parana;6704;7407.79980469;0.681
marilia;sao paulo;225938;15197.37988281;0.798
mariluz;parana;10861;6932.47998047;0.639
maringa;parana;335511;21711.359375;0.808
marinopolis;sao paulo;2158;12353.80957031;0.731
mario campos;minas gerais;12029;6289.89013672;0.699
mariopolis;parana;5944;16644.43945312;0.698
maripa;parana;5673;24221.55078125;0.758
maripa de minas;minas gerais;2981;6614.47021484;0.680
marituba;para;101158;5128.00976562;0.676
marizopolis;paraiba;6457;3651.40991211;0.608
marlieria;minas gerais;3793;5386.97998047;0.657
marmeleiro;parana;13463;9944.25976562;0.722
marmelopolis;minas gerais;3156;6115.25;0.650
marques de souza;rio grande do sul;4122;11370.70019531;0.687
marquinho;parana;5258;7657.68017578;0.614
martinho campos;minas gerais;12662;11261;0.669
martinopole;ceara;11118;2719.5;0.599
martinopolis;sao paulo;25533;11466.86035156;0.721
martins;rio grande do norte;8386;4048.64990234;0.622
martins soares;minas gerais;6715;8799.8203125;0.635
maruim;sergipe;15582;10110;0.618
marumbi;parana;4154;8257.90039062;0.721
marzagao;goias;2157;10116.91992188;0.699
mascote;bahia;16590;3467.91992188;0.581
massape;ceara;35388;3325.70996094;0.616
massape do piaui;piaui;6672;2633.81005859;0.525
massaranduba;paraiba;12946;4070.2199707;0.567
massaranduba;santa catarina;14500;17861.15039062;0.774
mata;rio grande do sul;5386;9446.20996094;0.656
mata de sao joao;bahia;39585;7658.37011719;0.668
mata grande;alagoas;25309;2792.67993164;0.504
mata roma;maranhao;14491;4001.66992188;0.570
mata verde;minas gerais;7802;4260.16015625;0.581
matao;sao paulo;78222;66315.421875;0.773
mataraca;paraiba;7299;7759.31005859;0.536
mateiros;tocantins;1802;51362.359375;0.607
matelandia;parana;16217;13839.30957031;0.725
materlandia;minas gerais;4772;4932.62011719;0.597
mateus leme;minas gerais;26862;12573.62011719;0.704
matġes;maranhao;29386;2729.44995117;0.612
matġes do norte;maranhao;11295;3291.54003906;0.720
mathias lobato;minas gerais;3526;5586.37988281;0.616
matias barbosa;minas gerais;13872;36314.890625;0.562
matias cardoso;minas gerais;11037;7963.33007812;0.572
matias olimpio;piaui;10863;2591.01000977;0.619
matina;bahia;13245;2551.98999023;0.541
matinha;maranhao;21204;2812.02001953;0.743
matinhas;paraiba;4314;5253.75976562;0.631
matinhos;parana;23925;11948.58007812;0.727
matipo;minas gerais;17017;9234.49023438;0.565
mato castelhano;rio grande do sul;2747;20098.58984375;0.746
mato grosso;paraiba;2695;4085.54003906;0.717
mato leitao;rio grande do sul;3827;24904.55078125;0.632
mato queimado;rio grande do sul;1880;13431.4296875;0.662
mato rico;parana;4205;6413.87011719;0.550
mato verde;minas gerais;12957;4529.87988281;0.533
matos costa;santa catarina;2826;9772.19042969;0.657
matozinhos;minas gerais;35233;14729.36035156;0.731
matrincha;goias;4420;10387;0.679
matriz de camaragibe;alagoas;25493;4005.42993164;0.584
matupa;mato grosso;15170;16458.3203125;0.716
matureia;paraiba;6029;4008.06005859;0.572
matutina;minas gerais;3789;10220.63964844;0.707
maua;sao paulo;417458;15749.71972656;0.766
maua da serra;parana;8446;14129.79003906;0.652
maues;amazonas;49666;4568.97998047;0.588
maurilandia;goias;11604;8453.55957031;0.677
maurilandia do tocantins;tocantins;3322;5292.14990234;0.580
mauriti;ceara;44211;3836.30004883;0.605
maxaranguape;rio grande do norte;9371;4867.89013672;0.608
maximiliano de almeida;rio grande do sul;5050;10750.65039062;0.699
mazagao;amapa;14655;7841.22021484;0.592
medeiros;minas gerais;3398;15038.80957031;0.711
medeiros neto;bahia;22752;6537.41992188;0.625
medianeira;parana;39857;16004.5703125;0.763
medicilandia;para;23682;5688.56982422;0.582
medina;minas gerais;21115;4851.74023438;0.624
meleiro;santa catarina;7063;22392.24023438;0.738
melgaco;para;17657;2790.04003906;0.418
mendes;rio de janeiro;17880;8919.79980469;0.736
mendes pimentel;minas gerais;6684;5518.54980469;0.626
mendonca;sao paulo;4217;11547.61035156;0.744
mercedes;parana;4902;15561.33007812;0.740
merces;minas gerais;10902;4955.77978516;0.664
meridiano;sao paulo;3929;10731.1796875;0.731
meruoca;ceara;12780;3113.77001953;0.618
mesopolis;sao paulo;1767;21088.44921875;0.724
mesquita;minas gerais;6641;4189.41992188;0.656
mesquita;rio de janeiro;190056;7928.45996094;0.737
messias;alagoas;15899;3906.87988281;0.568
messias targino;rio grande do norte;3923;5530.66992188;0.644
miguel alves;piaui;33410;2865.62988281;0.539
miguel calmon;bahia;27724;3884.7199707;0.586
miguel leao;piaui;1212;6902.37988281;0.623
miguel pereira;rio de janeiro;25866;10268.62011719;0.745
miguelopolis;sao paulo;21095;12858.83984375;0.741
milagres;ceara;28077;3716.79003906;0.628
milagres;bahia;12092;3525.66992188;0.622
milagres do maranhao;maranhao;7854;4366.47021484;0.527
milha;ceara;14826;3329.9699707;0.626
milton brandao;piaui;7246;2604.85009766;0.508
mimoso de goias;goias;2941;10106.04003906;0.665
mimoso do sul;espirito santo;27124;8571.65039062;0.670
minacu;goias;31417;19398.2109375;0.707
minador do negrao;alagoas;5292;4292.10986328;0.563
minas do leao;rio grande do sul;8124;10010.75;0.681
minas novas;minas gerais;31647;3805.33007812;0.633
minduri;minas gerais;3665;8517.95019531;0.658
mineiros;goias;48329;18349.69921875;0.718
mineiros do tiete;sao paulo;12334;7990.06005859;0.730
ministro andreazza;rondonia;10572;9161.95019531;0.638
mira estrela;sao paulo;2663;12384.99023438;0.743
mirabela;minas gerais;13252;4253.27978516;0.665
miracatu;sao paulo;23801;7116.70019531;0.697
miracema;rio de janeiro;26824;8812.21972656;0.713
miracema do tocantins;tocantins;19740;28416.59960938;0.684
mirador;maranhao;19991;4853.25976562;0.545
mirador;parana;2371;13226.12011719;0.680
miradouro;minas gerais;10648;13979.54003906;0.663
miraguai;rio grande do sul;4986;9736.95019531;0.725
mirai;minas gerais;13502;8593.99023438;0.680
miraima;ceara;12737;2977.37011719;0.592
miranda;mato grosso do sul;24838;8994.08984375;0.632
miranda do norte;maranhao;18494;3421.47998047;0.610
mirandiba;pernambuco;13810;4257.79980469;0.591
mirandopolis;sao paulo;26761;9078.94042969;0.751
mirangaba;bahia;18849;3295.31005859;0.542
miranorte;tocantins;12231;7388.00976562;0.662
mirante;bahia;8375;3182.08007812;0.527
mirante da serra;rondonia;12363;9706.58984375;0.643
mirante do paranapanema;sao paulo;18131;6732.04980469;0.724
miraselva;parana;1946;8772.80957031;0.748
mirassol;sao paulo;54920;14082.54003906;0.762
mirassol d'oeste;mato grosso;25605;11783.91992188;0.704
mirassolandia;sao paulo;4396;7794.43017578;0.738
miravania;minas gerais;4998;3885.72998047;0.593
mirim doce;santa catarina;2583;24305.09960938;0.708
mirinzal;maranhao;14311;2762.32006836;0.622
missal;parana;10760;11532.71972656;0.711
missao velha;ceara;35135;3898.25;0.622
mocajuba;para;24695;3166.9699707;0.575
mococa;sao paulo;68718;15337.61035156;0.762
modelo;santa catarina;3862;12493.11035156;0.760
moeda;minas gerais;4667;6052.91992188;0.638
moema;minas gerais;7041;6432.16015625;0.721
mogeiro;paraiba;12504;4350.50976562;0.574
mogi das cruzes;sao paulo;375268;20552.1796875;0.783
mogi guacu;sao paulo;139836;17997.83007812;0.774
moipora;goias;1865;9425.75;0.696
moita bonita;sergipe;11269;4386.97998047;0.587
moji mirim;sao paulo;88373;25818.26953125;0.784
moju;para;68600;3419.34008789;0.547
mombaca;ceara;46728;3057.0300293;0.582
mombuca;sao paulo;3471;9229.16015625;0.719
moncao;maranhao;28602;3287.59008789;0.546
moncġes;sao paulo;2129;67559.5390625;0.772
mondai;santa catarina;9515;28138.4609375;0.748
mongagua;sao paulo;44087;10148.23046875;0.754
monjolos;minas gerais;2311;8316.59960938;0.650
monsenhor gil;piaui;10639;4201.74023438;0.615
monsenhor hipolito;piaui;7425;3324.44995117;0.561
monsenhor paulo;minas gerais;7582;12062.69042969;0.721
monsenhor tabosa;ceara;17178;3251.17993164;0.610
montadas;paraiba;4750;4185.33007812;0.590
montalvania;minas gerais;16135;4169.31982422;0.613
montanha;espirito santo;18856;10459.80957031;0.667
montanhas;rio grande do norte;12834;3803.08007812;0.557
montauri;rio grande do sul;1606;16382.15039062;0.764
monte alegre;para;63941;3959.04003906;0.589
monte alegre;rio grande do norte;21448;4379.89013672;0.609
monte alegre de goias;goias;7466;5426.56005859;0.615
monte alegre de minas;minas gerais;19051;18980.25;0.674
monte alegre de sergipe;sergipe;13817;5048.47998047;0.553
monte alegre do piaui;piaui;10663;4943.02001953;0.578
monte alegre do sul;sao paulo;7473;12452.15039062;0.759
monte alegre dos campos;rio grande do sul;3256;9697.87011719;0.650
monte alto;sao paulo;45895;19276.43945312;0.768
monte aprazivel;sao paulo;21015;20926.86914062;0.785
monte azul;minas gerais;22838;4157.37988281;0.659
monte azul paulista;sao paulo;19741;12084.25;0.753
monte belo;minas gerais;12852;11149.91015625;0.688
monte belo do sul;rio grande do sul;2826;20606.55078125;0.752
monte carlo;santa catarina;9144;10314.79003906;0.643
monte carmelo;minas gerais;45975;12898.6796875;0.728
monte castelo;santa catarina;8328;12289.95019531;0.741
monte castelo;sao paulo;4131;12361.61035156;0.675
monte das gameleiras;rio grande do norte;2449;4862.93017578;0.598
monte do carmo;tocantins;6723;13138.12988281;0.622
monte formoso;minas gerais;4943;3663.88989258;0.541
monte horebe;paraiba;4498;3847.08007812;0.587
monte mor;sao paulo;46641;24086.2109375;0.733
monte negro;rondonia;12708;11436.04980469;0.607
monte santo;bahia;53429;3016.54003906;0.506
monte santo de minas;minas gerais;20536;11170.87011719;0.710
